application_id,sector,region,legal_structure,years_in_operation,num_employees,annual_revenue_ghs,total_assets_ghs,current_ratio,debt_to_equity,profit_margin_pct,account_age_months,avg_monthly_transactions,avg_account_balance_ghs,previous_loans,previous_loan_performance,owner_age,owner_education,credit_bureau_score,owner_has_other_businesses,loan_amount_requested_ghs,loan_to_revenue_ratio,loan_purpose,loan_term_months,collateral_type,collateral_coverage_pct,interest_rate_pct,application_date,loan_status
APP000881,Trading,Ashanti,Sole Proprietorship,9,34,1063026,835033,0.76,1.44,30.9,18,60,134727,0,No History,46,Secondary,646,No,37998,0.04,Inventory,36,Inventory,127.9,24.2,2025-04-11,Performing
APP000882,Construction,Ashanti,Partnership,1,29,86743,71641,0.62,2.48,4.2,61,103,13222,1,Poor,25,Tertiary,621,No,315960,3.64,Working Capital,18,Equipment,114.0,25.3,2025-05-23,Non-Performing
APP000883,Agriculture,Greater Accra,Sole Proprietorship,5,15,95012,72309,1.49,1.56,16.3,46,77,11885,1,Excellent,26,Secondary,508,No,36437,0.38,Equipment Purchase,24,Property,70.9,28.9,2024-09-23,Performing
APP000884,Agriculture,Greater Accra,Cooperative,3,30,155025,184711,2.42,1.05,-19.2,30,123,12810,0,No History,40,Secondary,498,Yes,151536,0.98,Inventory,36,Personal Guarantee,29.3,28.0,2024-11-28,Non-Performing
APP000885,Hospitality,Greater Accra,Partnership,9,7,42213,63107,0.3,2.41,-7.1,17,31,4728,2,Fair,32,Tertiary,521,No,109547,2.6,Working Capital,36,Vehicle,142.1,18.0,2025-11-08,Non-Performing
APP000886,Agriculture,Northern,Partnership,4,13,69338,82297,0.81,1.56,9.1,33,64,10166,1,Excellent,36,Tertiary,642,Yes,55681,0.8,Working Capital,12,Property,112.1,22.4,2024-10-22,Performing
APP000887,Services,Greater Accra,Partnership,10,3,167678,192161,0.3,0.71,-4.1,9,101,12140,0,No History,41,Secondary,603,No,82174,0.49,Expansion,24,Equipment,130.0,26.1,2025-11-02,Non-Performing
APP000888,Trading,Ashanti,Limited Liability,7,9,189345,183463,1.43,2.4,32.5,47,31,10259,0,No History,31,Tertiary,749,Yes,54968,0.29,Property Purchase,36,Property,61.8,24.9,2025-06-24,Performing
APP000889,Agriculture,Greater Accra,Limited Liability,3,27,529531,466687,0.53,0.89,15.2,42,28,29490,1,Fair,41,Secondary,407,No,10000,0.02,Working Capital,18,Property,78.1,20.0,2025-03-29,Performing
APP000890,Trading,Western,Partnership,2,4,1138314,1616367,2.2,0.51,19.6,28,99,113128,0,No History,45,Tertiary,623,No,94842,0.08,Inventory,18,Inventory,129.1,18.0,2024-10-02,Performing
APP000891,Construction,Greater Accra,Limited Liability,3,3,69913,102919,0.86,0.64,7.7,13,55,8938,1,Fair,51,Secondary,656,No,32334,0.46,Working Capital,24,Equipment,69.6,26.4,2025-06-29,Performing
APP000892,Transport,Northern,Partnership,4,8,186003,194763,1.45,0.83,-4.0,18,87,22110,0,No History,27,Secondary,696,No,15111,0.08,Working Capital,18,Property,63.8,20.6,2025-10-22,Performing
APP000893,Hospitality,Northern,Partnership,7,5,310698,267567,0.47,0.38,1.8,5,38,29350,0,No History,34,Postgraduate,632,No,88168,0.28,Equipment Purchase,18,Property,115.4,23.5,2024-09-25,Performing
APP000894,Trading,Greater Accra,Sole Proprietorship,5,14,1104526,1428273,1.07,3.11,11.1,5,57,140844,1,Good,49,Secondary,651,No,82535,0.07,Inventory,24,Vehicle,63.1,24.6,2024-07-04,Performing
APP000895,Services,Northern,Partnership,8,4,346912,249502,1.06,0.25,0.3,19,77,40268,0,No History,25,Tertiary,634,No,159755,0.46,Debt Refinancing,36,Equipment,76.5,23.3,2025-08-04,Performing
APP000896,Trading,Bono,Sole Proprietorship,11,41,253826,327189,1.29,1.95,16.1,12,39,29288,0,No History,43,Tertiary,657,Yes,46110,0.18,Working Capital,24,Personal Guarantee,2.4,20.3,2025-05-21,Performing
APP000897,Trading,Central,Limited Liability,5,2,398379,532654,0.58,1.62,16.5,7,36,25609,2,Fair,42,Tertiary,618,No,141316,0.35,Inventory,48,Property,108.1,23.7,2025-03-29,Performing
APP000898,Transport,Central,Sole Proprietorship,2,25,365317,260256,2.07,1.54,8.1,17,69,28315,1,Good,25,Tertiary,799,No,61157,0.17,Working Capital,12,Property,120.9,21.8,2025-03-04,Performing
APP000899,Agriculture,Greater Accra,Cooperative,6,3,37424,55356,1.24,1.78,-13.9,18,29,3043,1,Good,36,Secondary,669,No,84563,2.26,Debt Refinancing,36,Personal Guarantee,5.5,30.6,2025-03-26,Performing
APP000900,Agriculture,Ashanti,Partnership,14,1,143585,213505,2.34,1.13,28.6,10,46,19668,0,No History,45,Postgraduate,636,No,91835,0.64,Working Capital,24,Inventory,102.2,24.9,2025-01-19,Performing
APP000901,Trading,Greater Accra,Partnership,8,9,1031271,1488173,0.3,1.96,5.4,25,96,137172,1,Fair,39,Secondary,557,Yes,15825,0.02,Expansion,36,Property,61.8,34.3,2024-08-14,Performing
APP000902,Agriculture,Greater Accra,Partnership,6,5,88831,92955,1.08,1.21,40.0,35,82,6246,0,No History,36,Tertiary,590,Yes,87298,0.98,Working Capital,18,Inventory,83.8,18.7,2025-08-23,Performing
APP000903,Trading,Bono,Sole Proprietorship,2,2,209116,171781,0.83,0.96,15.8,26,94,9748,2,Excellent,43,Tertiary,748,No,66430,0.32,Property Purchase,24,Equipment,76.2,22.8,2025-03-10,Performing
APP000904,Services,Greater Accra,Sole Proprietorship,4,1,109493,123049,3.02,0.42,5.5,21,80,14467,0,No History,53,Tertiary,408,Yes,45653,0.42,Working Capital,36,Personal Guarantee,5.0,22.8,2025-09-19,Non-Performing
APP000905,Manufacturing,Eastern,Sole Proprietorship,1,7,15000,14669,1.52,1.67,13.4,22,13,1337,0,No History,48,Secondary,624,Yes,67126,4.48,Working Capital,36,Property,80.3,20.9,2025-12-13,Performing
APP000906,Transport,Central,Partnership,2,19,166826,131017,0.94,1.69,-16.2,19,34,11073,2,Poor,32,Secondary,617,Yes,500000,3.0,Expansion,24,Personal Guarantee,24.2,22.6,2024-10-01,Non-Performing
APP000907,Hospitality,Central,Sole Proprietorship,6,13,198715,195000,1.45,1.29,20.3,17,46,10738,2,Excellent,25,Secondary,662,Yes,10000,0.05,Debt Refinancing,36,Inventory,145.5,22.1,2025-09-02,Performing
APP000908,Trading,Bono,Limited Liability,1,7,96791,115907,0.68,2.25,38.8,26,125,4020,0,No History,48,Tertiary,642,Yes,52493,0.54,Vehicle Purchase,36,Personal Guarantee,21.2,20.1,2025-12-10,Performing
APP000909,Trading,Greater Accra,Sole Proprietorship,4,11,44790,29732,1.33,2.83,-17.1,27,98,4090,1,Good,27,Tertiary,748,No,134840,3.01,Working Capital,24,Vehicle,66.5,31.2,2025-07-27,Performing
APP000910,Trading,Greater Accra,Sole Proprietorship,2,7,62229,56010,4.0,0.86,4.6,22,117,5026,2,Excellent,35,Tertiary,628,No,17221,0.28,Working Capital,60,Property,116.5,23.7,2024-11-10,Performing
APP000911,Services,Ashanti,Sole Proprietorship,2,1,366467,225749,0.61,2.01,6.7,17,111,45286,0,No History,44,Postgraduate,614,Yes,86772,0.24,Debt Refinancing,12,Personal Guarantee,22.0,27.7,2025-10-28,Performing
APP000912,Trading,Greater Accra,Limited Liability,5,1,1909476,2433714,1.06,0.41,18.5,12,98,300169,1,Excellent,55,Postgraduate,700,No,81009,0.04,Working Capital,24,Property,70.0,28.0,2025-09-02,Performing
APP000913,Services,Greater Accra,Limited Liability,3,6,769548,905467,0.51,1.36,33.3,8,37,49877,0,No History,57,Secondary,750,Yes,12221,0.02,Inventory,18,Property,86.5,29.7,2025-02-28,Performing
APP000914,Manufacturing,Ashanti,Sole Proprietorship,1,6,42156,27671,0.44,1.14,12.6,12,64,2915,2,Good,42,Secondary,678,No,33379,0.79,Equipment Purchase,48,Inventory,98.6,20.1,2025-05-06,Performing
APP000915,Services,Eastern,Partnership,3,17,408477,599751,1.8,2.3,33.7,17,52,32872,1,Excellent,35,Tertiary,705,No,356260,0.87,Expansion,12,None,0.0,29.1,2025-07-25,Performing
APP000916,Manufacturing,Ashanti,Sole Proprietorship,1,15,95470,59225,0.35,0.91,10.0,18,48,9156,0,No History,27,Tertiary,601,Yes,12201,0.13,Equipment Purchase,24,Equipment,88.0,23.7,2024-09-06,Performing
APP000917,Trading,Greater Accra,Cooperative,10,13,89017,100675,1.31,2.93,13.4,68,108,11013,0,No History,65,Tertiary,630,Yes,38602,0.43,Expansion,36,None,0.0,32.1,2025-11-13,Performing
APP000918,Technology,Western,Partnership,7,5,130888,169988,1.73,1.09,11.9,33,78,10764,3,Fair,38,Secondary,746,No,50758,0.39,Expansion,18,Equipment,106.6,26.1,2025-12-16,Performing
APP000919,Construction,Greater Accra,Sole Proprietorship,7,1,455705,596566,0.71,0.42,22.6,26,54,23926,0,No History,50,Tertiary,664,Yes,60129,0.13,Expansion,12,Personal Guarantee,3.9,19.4,2024-12-26,Performing
APP000920,Agriculture,Greater Accra,Partnership,3,11,360205,227237,2.28,0.28,2.9,30,113,45976,1,Excellent,44,Tertiary,599,No,39615,0.11,Expansion,12,Inventory,100.0,29.0,2025-07-22,Performing
APP000921,Transport,Eastern,Sole Proprietorship,6,12,144692,204851,2.15,2.15,17.8,60,37,19585,1,Excellent,36,Postgraduate,622,No,65009,0.45,Expansion,18,Property,126.0,28.6,2025-02-13,Performing
APP000922,Manufacturing,Western,Cooperative,5,1,191967,273861,0.7,0.38,-6.8,15,91,13383,0,No History,35,Tertiary,708,No,57781,0.3,Inventory,36,Personal Guarantee,13.8,18.8,2024-07-15,Performing
APP000923,Transport,Eastern,Sole Proprietorship,3,3,284109,314011,0.3,1.83,4.6,48,25,16026,0,No History,25,Postgraduate,715,Yes,121813,0.43,Inventory,48,Property,78.9,27.0,2025-11-30,Performing
APP000924,Hospitality,Greater Accra,Partnership,5,3,273504,282768,1.39,2.12,0.4,4,71,28262,1,Fair,55,Secondary,548,No,139320,0.51,Inventory,48,Vehicle,132.2,30.4,2024-09-15,Performing
APP000925,Manufacturing,Central,Sole Proprietorship,1,8,867902,555787,0.92,0.7,9.1,19,40,56411,0,No History,40,Tertiary,650,Yes,92922,0.11,Debt Refinancing,24,Personal Guarantee,11.8,25.9,2024-08-10,Performing
APP000926,Agriculture,Western,Limited Liability,2,3,24393,26972,1.11,1.59,4.2,11,46,2070,1,Fair,59,Secondary,619,Yes,75863,3.11,Working Capital,36,Personal Guarantee,12.8,20.1,2025-09-26,Non-Performing
APP000927,Trading,Ashanti,Limited Liability,4,7,183384,177596,1.38,3.59,21.6,8,95,24442,1,Good,36,Tertiary,614,No,12537,0.07,Inventory,36,Vehicle,92.2,28.0,2024-07-19,Performing
APP000928,Services,Western,Partnership,3,5,40660,52676,0.3,1.16,-2.5,42,49,2697,0,No History,38,Postgraduate,733,Yes,67223,1.65,Property Purchase,36,Equipment,86.1,26.7,2025-07-07,Non-Performing
APP000929,Services,Northern,Partnership,6,6,137793,132762,0.67,0.31,-12.8,19,37,18843,1,Excellent,28,Tertiary,599,Yes,182406,1.32,Equipment Purchase,12,Inventory,114.2,23.1,2025-11-15,Performing
APP000930,Trading,Ashanti,Limited Liability,3,3,136475,165847,2.81,0.8,-8.3,17,83,16497,0,No History,38,Tertiary,571,No,11958,0.09,Inventory,18,Vehicle,76.9,22.2,2025-02-05,Performing
APP000931,Agriculture,Ashanti,Sole Proprietorship,4,3,107713,74458,1.14,3.9,19.9,19,92,7148,0,No History,27,Postgraduate,550,Yes,16039,0.15,Working Capital,48,Personal Guarantee,23.1,26.6,2024-08-06,Performing
APP000932,Hospitality,Bono,Sole Proprietorship,5,2,52986,38131,1.44,2.24,-3.6,23,24,5466,1,Fair,46,Secondary,605,No,266178,5.02,Working Capital,36,Property,103.4,20.4,2024-10-26,Non-Performing
APP000933,Healthcare,Eastern,Sole Proprietorship,3,10,31414,22798,1.07,0.47,12.8,13,128,3571,3,Good,43,Tertiary,557,No,13388,0.43,Equipment Purchase,36,Inventory,139.5,24.8,2025-11-25,Performing
APP000934,Services,Ashanti,Cooperative,4,13,15000,9614,1.41,2.78,4.5,8,52,960,2,Poor,59,Tertiary,546,Yes,54028,3.6,Inventory,24,Equipment,144.5,28.8,2025-03-09,Non-Performing
APP000935,Agriculture,Western,Sole Proprietorship,5,3,97334,105821,2.12,2.89,17.9,21,50,5586,1,Good,25,Tertiary,544,No,34487,0.35,Working Capital,24,Equipment,94.5,30.1,2025-04-19,Performing
APP000936,Trading,Ashanti,Limited Liability,11,33,106735,140310,0.3,0.92,5.2,23,20,11072,0,No History,56,Tertiary,549,Yes,250626,2.35,Working Capital,36,Property,74.3,21.9,2024-09-23,Performing
APP000937,Agriculture,Greater Accra,Partnership,3,5,50624,58185,1.65,0.41,40.0,44,85,6239,2,Fair,30,Tertiary,555,No,81056,1.6,Working Capital,24,Property,105.5,18.0,2025-11-08,Performing
APP000938,Technology,Ashanti,Sole Proprietorship,3,34,1114069,1244926,0.93,2.62,30.8,20,40,106737,1,Good,46,Tertiary,653,Yes,132090,0.12,Working Capital,24,Personal Guarantee,8.1,21.2,2025-04-06,Performing
APP000939,Agriculture,Volta,Sole Proprietorship,8,3,40619,49253,1.85,4.24,4.2,23,55,1966,0,No History,28,Primary,453,No,63302,1.56,Expansion,18,Inventory,98.4,27.3,2025-04-12,Non-Performing
APP000940,Services,Volta,Sole Proprietorship,9,1,801981,726338,0.73,0.72,2.6,12,88,121119,1,Good,44,Secondary,560,No,440306,0.55,Working Capital,18,Inventory,94.0,21.0,2025-05-08,Performing
APP000941,Trading,Greater Accra,Sole Proprietorship,7,11,1256603,1163311,0.7,2.15,40.0,12,55,155059,0,No History,25,Tertiary,611,Yes,28453,0.02,Property Purchase,24,Personal Guarantee,13.5,28.3,2025-08-19,Performing
APP000942,Services,Ashanti,Sole Proprietorship,9,9,15000,13242,0.34,0.73,-4.9,26,52,1718,0,No History,33,Secondary,717,No,84420,5.63,Working Capital,24,Property,104.9,21.0,2024-10-18,Performing
APP000943,Services,Greater Accra,Sole Proprietorship,3,7,163651,203074,0.95,0.71,7.3,31,63,19185,0,No History,43,Secondary,599,Yes,210464,1.29,Equipment Purchase,24,Equipment,116.5,21.8,2025-11-21,Performing
APP000944,Hospitality,Bono,Limited Liability,9,3,85634,63838,0.32,1.59,8.3,37,81,7521,1,Good,63,Postgraduate,606,No,264030,3.08,Equipment Purchase,12,Equipment,60.3,23.3,2024-10-03,Performing
APP000945,Trading,Upper West,Cooperative,7,7,15000,9175,0.89,0.64,8.0,25,99,2371,0,No History,25,Tertiary,612,No,45799,3.05,Property Purchase,48,Vehicle,83.1,27.8,2024-10-15,Performing
APP000946,Agriculture,Western,Sole Proprietorship,2,4,20125,22873,1.11,1.26,-12.9,13,25,1125,1,Good,41,Secondary,464,No,10000,0.5,Equipment Purchase,36,Inventory,75.3,18.0,2024-07-07,Performing
APP000947,Agriculture,Central,Sole Proprietorship,4,5,288730,418122,0.54,2.95,14.0,8,97,37158,0,No History,35,Tertiary,676,No,40777,0.14,Expansion,12,Inventory,123.9,25.1,2024-07-11,Performing
APP000948,Transport,Western,Sole Proprietorship,1,17,1835888,2108457,0.3,0.34,-3.6,11,92,166157,2,Excellent,25,Tertiary,672,No,342352,0.19,Inventory,12,Vehicle,134.9,25.0,2025-02-17,Performing
APP000949,Transport,Ashanti,Partnership,5,8,480803,627269,0.3,2.35,25.2,25,48,70068,1,Excellent,28,Postgraduate,689,No,27910,0.06,Working Capital,24,Inventory,125.3,20.0,2024-10-07,Performing
APP000950,Services,Greater Accra,Limited Liability,9,13,215992,260380,0.42,1.5,-9.5,9,78,27230,1,Excellent,36,Tertiary,832,Yes,80113,0.37,Working Capital,18,Personal Guarantee,29.2,25.4,2024-10-23,Performing
APP000951,Services,Ashanti,Sole Proprietorship,3,5,142777,149586,0.3,1.8,8.7,12,74,15344,1,Good,47,Tertiary,509,No,44041,0.31,Equipment Purchase,18,Equipment,67.0,23.3,2025-12-16,Performing
APP000952,Services,Western,Sole Proprietorship,2,5,1103320,1375347,1.09,1.4,-18.6,14,84,168281,0,No History,43,Secondary,493,No,55700,0.05,Expansion,36,Personal Guarantee,13.9,19.5,2025-11-14,Non-Performing
APP000953,Agriculture,Western,Limited Liability,2,2,1500354,2013015,4.0,3.23,-17.9,28,71,224292,2,Good,26,Postgraduate,679,Yes,222379,0.15,Working Capital,18,Property,140.9,23.7,2024-12-22,Performing
APP000954,Technology,Ashanti,Partnership,5,5,112674,90393,0.33,1.73,-2.1,40,33,5214,1,Good,25,Tertiary,591,Yes,77225,0.69,Equipment Purchase,24,Property,88.7,19.8,2025-01-02,Performing
APP000955,Manufacturing,Volta,Sole Proprietorship,7,1,19194,17322,4.0,0.99,-0.4,22,81,1211,2,Fair,47,Secondary,536,No,461361,24.04,Expansion,24,Vehicle,132.2,21.4,2024-12-05,Non-Performing
APP000956,Trading,Greater Accra,Partnership,11,4,15000,12020,1.06,1.51,25.6,24,41,1816,3,Good,39,Tertiary,595,Yes,158938,10.6,Property Purchase,18,Equipment,110.6,27.5,2025-10-20,Performing
APP000957,Manufacturing,Ashanti,Sole Proprietorship,0,6,1033665,1040854,1.23,0.95,7.5,21,109,155691,2,Excellent,61,Secondary,567,No,68270,0.07,Expansion,18,Inventory,148.1,22.8,2024-08-23,Performing
APP000958,Agriculture,Western,Sole Proprietorship,11,12,107673,150371,0.3,0.75,23.5,19,160,9867,1,Excellent,37,Postgraduate,766,Yes,54494,0.51,Equipment Purchase,48,Vehicle,93.4,27.4,2025-05-12,Performing
APP000959,Agriculture,Western,Limited Liability,5,5,141947,129269,1.13,2.76,3.4,27,63,6330,0,No History,55,Tertiary,812,No,83430,0.59,Working Capital,18,Property,97.5,23.4,2024-10-09,Performing
APP000960,Construction,Western,Limited Liability,8,10,22777,21342,0.64,0.95,15.3,19,35,2669,0,No History,48,Secondary,480,Yes,17445,0.77,Working Capital,36,Property,74.7,20.1,2025-08-14,Non-Performing
APP000961,Agriculture,Greater Accra,Sole Proprietorship,7,1,46142,63414,2.69,0.26,-0.7,47,48,2923,1,Excellent,51,Secondary,494,Yes,20792,0.45,Equipment Purchase,48,Equipment,74.4,25.9,2025-06-06,Performing
APP000962,Services,Greater Accra,Limited Liability,5,6,102750,109309,0.3,1.81,-1.5,24,111,10920,0,No History,47,Secondary,555,No,127645,1.24,Equipment Purchase,12,Personal Guarantee,25.8,26.2,2025-01-26,Non-Performing
APP000963,Trading,Western,Sole Proprietorship,5,1,229742,248558,0.65,0.99,-13.9,25,96,19795,1,Excellent,47,Tertiary,561,No,150175,0.65,Inventory,36,Inventory,96.7,19.1,2024-08-22,Performing
APP000964,Trading,Ashanti,Limited Liability,6,2,110968,152550,0.49,3.65,12.0,21,89,11869,1,Excellent,25,Tertiary,554,No,15946,0.14,Inventory,36,Inventory,115.8,28.5,2025-08-19,Performing
APP000965,Trading,Greater Accra,Partnership,4,6,51560,53698,1.26,2.03,11.1,32,118,7831,0,No History,39,Secondary,603,Yes,141423,2.74,Inventory,24,Property,127.7,30.1,2024-08-11,Performing
APP000966,Trading,Western,Limited Liability,4,26,69830,84731,0.3,3.53,17.3,14,46,6864,0,No History,34,Tertiary,582,Yes,50225,0.72,Working Capital,24,Inventory,99.4,26.5,2024-11-25,Non-Performing
APP000967,Construction,Ashanti,Limited Liability,7,10,832600,563736,2.64,2.31,10.6,12,65,36753,1,Good,57,Postgraduate,504,No,26075,0.03,Working Capital,18,Inventory,145.8,24.3,2024-11-14,Performing
APP000968,Trading,Western,Sole Proprietorship,3,7,240157,182703,1.23,2.81,32.3,30,51,26347,0,No History,29,Secondary,532,No,43713,0.18,Working Capital,18,Property,144.4,32.0,2025-05-09,Performing
APP000969,Services,Central,Limited Liability,9,7,305354,294342,1.17,1.74,10.1,24,75,24150,1,Excellent,38,Secondary,751,No,145550,0.48,Debt Refinancing,36,Property,121.2,26.2,2025-04-04,Performing
APP000970,Manufacturing,Greater Accra,Limited Liability,8,3,71949,75212,0.35,2.42,19.9,30,90,9596,0,No History,51,Tertiary,589,No,110060,1.53,Expansion,24,Equipment,149.6,24.8,2024-11-29,Performing
APP000971,Services,Greater Accra,Limited Liability,3,4,15000,22037,1.71,0.66,4.1,18,49,1445,1,Excellent,45,Secondary,585,No,80604,5.37,Working Capital,12,Property,60.2,30.8,2025-02-18,Performing
APP000972,Technology,Eastern,Sole Proprietorship,7,11,121630,179232,1.59,2.3,-2.9,23,109,15685,0,No History,44,Secondary,490,No,87420,0.72,Working Capital,60,Property,60.8,30.4,2025-02-21,Non-Performing
APP000973,Construction,Western,Limited Liability,6,1,69039,94312,2.25,0.4,16.6,17,52,10290,0,No History,55,Secondary,580,No,19131,0.28,Working Capital,48,Personal Guarantee,2.0,18.2,2025-05-06,Performing
APP000974,Trading,Western,Limited Liability,3,13,272154,240594,0.77,1.26,6.9,21,67,22717,1,Poor,45,Secondary,701,Yes,103448,0.38,Property Purchase,18,Vehicle,144.9,22.0,2025-10-29,Performing
APP000975,Agriculture,Central,Sole Proprietorship,7,5,5000000,7338127,0.3,0.83,18.0,8,101,793626,3,Poor,35,Primary,670,No,37901,0.01,Working Capital,48,Equipment,114.4,26.3,2024-09-15,Non-Performing
APP000976,Trading,Central,Cooperative,11,16,412301,503174,0.56,1.6,12.2,5,86,23904,3,Good,26,Postgraduate,688,No,451910,1.1,Equipment Purchase,18,Inventory,143.5,28.9,2025-04-28,Performing
APP000977,Services,Upper East,Sole Proprietorship,9,19,3905091,3724074,1.9,0.93,-1.5,9,60,457957,2,Excellent,47,Secondary,517,No,40944,0.01,Working Capital,24,Personal Guarantee,3.8,19.3,2024-07-10,Performing
APP000978,Agriculture,Ashanti,Sole Proprietorship,1,1,225448,277640,0.65,0.41,20.9,32,83,9958,2,Fair,32,Primary,516,No,500000,2.22,Equipment Purchase,36,Personal Guarantee,1.0,27.6,2025-07-13,Non-Performing
APP000979,Manufacturing,Ashanti,Partnership,6,4,99359,61092,3.45,0.38,-2.5,31,67,6514,4,Good,39,Secondary,716,Yes,50960,0.51,Vehicle Purchase,18,Vehicle,108.9,22.4,2025-06-11,Performing
APP000980,Services,Ashanti,Partnership,8,3,222379,162678,1.74,0.45,15.5,48,74,25807,0,No History,54,Secondary,690,Yes,54453,0.24,Working Capital,24,Property,75.8,26.9,2025-07-10,Performing
APP000981,Trading,Greater Accra,Partnership,3,1,1516744,2042625,3.14,1.63,23.4,31,71,69077,0,No History,39,Tertiary,598,Yes,44608,0.03,Working Capital,24,Property,137.4,21.7,2025-03-14,Performing
APP000982,Hospitality,Ashanti,Sole Proprietorship,9,2,1242897,1467881,0.68,1.68,3.4,17,29,64897,1,Excellent,36,Tertiary,692,No,17015,0.01,Equipment Purchase,36,Equipment,97.8,18.0,2024-10-09,Performing
APP000983,Agriculture,Greater Accra,Cooperative,3,84,57120,52994,1.35,0.93,21.9,21,62,4279,0,No History,38,Secondary,517,No,225561,3.95,Working Capital,24,Vehicle,129.3,18.0,2025-02-27,Non-Performing
APP000984,Agriculture,Volta,Sole Proprietorship,4,13,154375,162186,0.42,1.85,12.8,5,80,16838,1,Good,38,Postgraduate,514,No,65979,0.43,Inventory,24,Equipment,106.5,19.5,2024-07-13,Performing
APP000985,Construction,Ashanti,Sole Proprietorship,3,50,35143,49714,1.81,1.17,18.2,17,148,1473,2,Excellent,30,Tertiary,482,No,112093,3.19,Equipment Purchase,36,Inventory,107.6,21.6,2025-01-22,Performing
APP000986,Manufacturing,Ashanti,Sole Proprietorship,2,16,569188,665050,1.42,1.76,-2.0,23,63,55713,2,Poor,62,Tertiary,650,No,301067,0.53,Expansion,36,Personal Guarantee,20.5,24.0,2025-09-26,Non-Performing
